('dissolution', [0.0, 0.1111111111111111, 0.0, 0.1111111111111111, '#scared', '#disgusting', 'negetive', -1.0, 'jailhouse', 'convict_crime', 'aversion_therapy', 'assertiveness', 'store_pen'])
('complicated', [0.0, 0.16666666666666666, 0.0, 0.16666666666666666, '#scared', '#disgusting', 'negetive', -1.0, 'cause_pelvic_inflammatory', 'memo', 'arresting', 'leaning', 'fuzzy_boundary'])
('retards', [0.0, 0.09090909090909091, 0.0, 0.09090909090909091, '#scared', '#disgusting', 'negetive', -1.0, 'marble_clad', 'press_shirt', 'obstacle', 'exercise_intolerance', 'stacking_game'])
('modulated', [0.0, 0.2857142857142857, 0.25, 0.0, '#interesting', '#interesting', 'positive', 0.625, 'hydraulic_pressure', 'circumspection', 'nursing_msn', 'mediastinal', 'significant'])
('ridicules', [0.0, 0.1, 0.0, 0.1, '#scared', '#disgusting', 'negetive', -1.0, 'abstract_thought', 'part_of_history', 'smoothness', 'metallic_oxide', 'retarded'])
('overheat', [0.0, 0.125, 0.0, 0.125, '#scared', '#disgusting', 'negetive', -1.0, 'considered_indecent', 'dead_place', 'windfall_profit', 'memo', 'arresting'])
('detesting', [0.0, 0.16666666666666666, 0.0, 0.16666666666666666, '#scared', '#disgusting', 'negetive', -1.0, 'ejaculation', 'proactive', 'memorial', 'sepal', 'form_of_social_interaction'])
('impartiality', [0.0, 0.1111111111111111, 0.1, 0.0, '#interesting', '#interesting', 'positive', 1.0, 'buy_chip', 'hear_music', 'galliformes', 'pagan_tradition', 'jerusalem'])
('ploy', [0.0, 0.09090909090909091, 0.0, 0.09090909090909091, '#scared', '#disgusting', 'negetive', -1.0, 'cooking_oil', 'economic_distress', 'find_suburb', 'face_music', 'shut_up'])
('quibbles', [0.0, 0.07692307692307693, 0.0, 0.07692307692307693, '#scared', '#disgusting', 'negetive', -1.0, 'without_human_habitation', 'male_human', 'sterility', 'financial_aid', 'flight_deck'])
('leaks', [0.0, 0.08333333333333333, 0.0, 0.08333333333333333, '#scared', '#disgusting', 'negetive', -1.0, 'psychedelic_experience', 'exercise_extreme_caution', 'prove_ineffective', 'bowelless', 'high_dose_methylprednisolone'])
('slaughtered', [0.0, 0.16666666666666666, 0.0, 0.16666666666666666, '#scared', '#disgusting', 'negetive', -1.0, 'combinatorial', 'singer', 'troll', 'predictive_factor', 'sedulity'])
('plagiarize', [0.0, 0.14285714285714285, 0.0, 0.14285714285714285, '#scared', '#disgusting', 'negetive', -1.0, 'sport_stadium', 'penalize', 'posttraumatic_stress', 'sweet_scent', 'enter'])
('dumped', [0.0, 0.14285714285714285, 0.0, 0.14285714285714285, '#scared', '#disgusting', 'negetive', -1.0, 'pruritic', 'confuse', 'radiatio_optica', 'illithids', 'imbecility'])
('detracts', [0.0, 0.125, 0.0, 0.125, '#scared', '#disgusting', 'negetive', -1.0, 'projection_screen', 'army_boss', 'assent', 'personal_flotation_devices', 'boulevard'])
('sobering', [0.0, 0.16666666666666666, 0.0, 0.16666666666666666, '#scared', '#disgusting', 'negetive', -1.0, 'big_tooth', 'memo', 'arresting', 'leaning', 'brother_grimm_fairy_tale'])
('diatribes', [0.0, 0.08333333333333333, 0.0, 0.08333333333333333, '#scared', '#disgusting', 'negetive', -1.0, 'funerary', 'posture', 'ceramic_piece', 'liking', 'perfection'])
('unraveled', [0.0, 0.125, 0.0, 0.125, '#scared', '#disgusting', 'negetive', -1.0, 'multiple_choices', 'heavy_curtain', 'chips', 'corporal_punishment', 'schadenfreude'])
('striving', [0.0, 0.1, 0.09090909090909091, 0.0, '#interesting', '#interesting', 'positive', 1.0, 'larry_flick', 'grinding', 'bipolar_illness', 'decubitus_ulcer', 'extracellular_fluid_volume'])
('overrun', [0.0, 0.06666666666666667, 0.0, 0.06666666666666667, '#scared', '#disgusting', 'negetive', -1.0, 'grab_bar', 'dimensionality', 'detrition', 'implicative', 'primary'])
('cheapest', [0.0, 0.3333333333333333, 0.25, 0.0, '#interesting', '#interesting', 'positive', 1.0, 'small_picaninny', 'silt', 'geometric_analysis', 'handmade_cards', 'featherless'])
('worn', [0.0, 0.2, 0.0, 0.2, '#scared', '#disgusting', 'negetive', -1.0, 'outburst', 'business_administration_bsba', 'glazed_ceramic', 'contradict', 'buttery'])
('deficiencies', [0.0, 0.09090909090909091, 0.0, 0.09090909090909091, '#scared', '#disgusting', 'negetive', -1.0, 'popular_tourist_attraction', 'fervent_admirer', 'folie', 'secretin', 'ticking_loudly'])
('criticizing', [0.0, 0.1111111111111111, 0.0, 0.1111111111111111, '#scared', '#disgusting', 'negetive', -1.0, 'white_cotton_glove', 'look_behind', 'rent_house', 'coherency', 'hotspot'])
('flairs', [0.0, 0.07692307692307693, 0.0, 0.07692307692307693, '#scared', '#disgusting', 'negetive', -1.0, 'sideline', 'high_school_choral', 'negative_stimulus', 'willingness', 'earnest'])
('crystallized', [0.0, 0.3333333333333333, 0.2857142857142857, 0.0, '#interesting', '#interesting', 'positive', 0.125, 'become_famous', 'disembarkation', 'fun_pastime', 'bessy', 'door_opener'])
('sanitized', [0.0, 0.3333333333333333, 0.2857142857142857, 0.0, '#interesting', '#interesting', 'positive', 0.375, 'fly_balloon', 'memo', 'arresting', 'leaning', 'poker_game'])
('collude', [0.0, 0.14285714285714285, 0.0, 0.14285714285714285, '#scared', '#disgusting', 'negetive', -1.0, 'operationalize', 'rare_developmental_disorder', 'silicon', 'angel', 'expanded_polystyrene_eps'])
('thoriated', [0.0, 0.2857142857142857, 0.25, 0.0, '#interesting', '#interesting', 'positive', 0.125, 'aluminium', 'make_point', 'memo', 'ballpoint', 'arresting'])
('debauchery', [0.0, 0.06666666666666667, 0.0, 0.06666666666666667, '#scared', '#disgusting', 'negetive', -1.0, 'tantrum', 'mildness', 'pull_tooth', 'loose_sand', 'prodigious'])
('faults', [0.0, 0.09090909090909091, 0.0, 0.09090909090909091, '#scared', '#disgusting', 'negetive', -1.0, 'black_art', 'neurological_diseases', 'serpent', 'see_clearly', 'propane_heater'])
('accusations', [0.0, 0.08333333333333333, 0.0, 0.08333333333333333, '#scared', '#disgusting', 'negetive', -1.0, 'ankle_joint', 'electrical_circuit', 'behemoth', 'shiny_coat', 'lagerstroemia'])
('shirker', [0.0, 0.08333333333333333, 0.0, 0.08333333333333333, '#scared', '#disgusting', 'negetive', -1.0, 'hook_up_with', 'wild_wolf', 'recurring', 'coldheartedness', 'divine_attribute'])
('brutalizing', [0.0, 0.125, 0.0, 0.125, '#scared', '#disgusting', 'negetive', -1.0, 'memo', 'arresting', 'leaning', 'rare_developmental_disorder', 'poker_game'])
('irrationalities', [0.0, 0.07692307692307693, 0.0, 0.07692307692307693, '#scared', '#disgusting', 'negetive', -1.0, 'rebellion_against', 'stodginess', 'cold-blooded', 'pull_out', 'dastardliness'])
('outbursts', [0.0, 0.09090909090909091, 0.0, 0.09090909090909091, '#scared', '#disgusting', 'negetive', -1.0, 'john_lahr', 'corporate_crony', 'bad_team', 'hold_food', 'hospitalization'])
('overtaken', [0.0, 0.3333333333333333, 0.25, 0.0, '#interesting', '#interesting', 'positive', 1.0, 'excretion', 'outflank', 'mental_problem', 'take_place', 'grow_yard'])
('wins', [0.0, 0.1, 0.09090909090909091, 0.0, '#interesting', '#interesting', 'positive', 1.0, 'plod', 'benzylpenicillin', 'treatment_tysabri', 'ball_boy', 'marital_partner'])
('backwoods', [0.0, 0.08333333333333333, 0.0, 0.08333333333333333, '#scared', '#disgusting', 'negetive', -1.0, 'biflora', 'spend_money', 'frill', 'gold_fish', 'cheekiness'])
('sensitizing', [0.0, 0.14285714285714285, 0.0, 0.14285714285714285, '#scared', '#disgusting', 'negetive', -0.5, 'memo', 'arresting', 'leaning', 'poker_game', 'unsupportable'])
('overtakes', [0.0, 0.3333333333333333, 0.25, 0.0, '#interesting', '#interesting', 'positive', 1.0, 'excretion', 'outflank', 'mental_problem', 'take_place', 'grow_yard'])
('reforming', [0.0, 0.2, 0.16666666666666666, 0.0, '#interesting', '#interesting', 'positive', 1.0, 'book_library', 'memo', 'fraternize', 'arresting', 'leaning'])
('infested', [0.0, 0.125, 0.0, 0.125, '#scared', '#disgusting', 'negetive', -1.0, 'grab_bar', 'dimensionality', 'placidness', 'psychotic_break', 'gradual_emergence'])
('tricked', [0.0, 0.09090909090909091, 0.0, 0.09090909090909091, '#scared', '#disgusting', 'negetive', -1.0, 'past_event', 'only_bird', 'adience', 'ostentatious', 'cartographic_projection'])
('shuttered', [0.0, 0.2857142857142857, 0.0, 0.2857142857142857, '#scared', '#disgusting', 'negetive', -0.125, 'ocean_beach', 'alizarin', 'unsupportable', 'nematode_worm', 'abductor_muscle'])
('fidelity', [0.0, 0.125, 0.1111111111111111, 0.0, '#interesting', '#interesting', 'positive', 1.0, 'complacent', 'loathsome', 'pharynx', 'peduncle', 'water_splash'])
('partisans', [0.0, 0.09090909090909091, 0.0, 0.09090909090909091, '#scared', '#disgusting', 'negetive', -1.0, 'cover_leg', 'enophile', 'clock_signal', 'wearying', 'lateral_motion'])
('wrought', [0.0, 0.2, 0.0, 0.2, '#scared', '#disgusting', 'negetive', -1.0, 'vicia_faba', 'spot_prey', 'fingerblotk', 'chlorine', 'smelling'])
('undid', [0.0, 0.14285714285714285, 0.0, 0.14285714285714285, '#scared', '#disgusting', 'negetive', -1.0, 'heavy_curtain', 'titillate', 'chips', 'schadenfreude', 'memo'])
('polluters', [0.0, 0.09090909090909091, 0.0, 0.09090909090909091, '#scared', '#disgusting', 'negetive', -1.0, 'impuissant', 'cutis_laxa', 'cater', 'venous_patency', 'irreconcilable'])
('entranced', [0.0, 0.25, 0.2, 0.0, '#interesting', '#interesting', 'positive', 1.0, 'friction', 'satire', 'chouse', 'feed_in', 'gin'])
('whips', [0.0, 0.07692307692307693, 0.0, 0.07692307692307693, '#scared', '#disgusting', 'negetive', -1.0, 'larger', 'drum_brake', 'horridly', 'underfed', 'evolve'])
('stalemate', [0.0, 0.08333333333333333, 0.0, 0.08333333333333333, '#scared', '#disgusting', 'negetive', -1.0, 'sensual_pleasure', 'constitutionally_protected_speech', 'learn_quickly', 'inglorious', 'land_mass'])
('smouldering', [0.0, 0.16666666666666666, 0.0, 0.16666666666666666, '#scared', '#disgusting', 'negetive', -1.0, 'windfall_profit', 'miss_wardour', 'scar_tissue', 'let_go', 'inebriation'])
('easier', [0.0, 0.3333333333333333, 0.25, 0.0, '#interesting', '#interesting', 'positive', 1.0, 'perpendicularly', 'diospyros', 'silicon_nitride', 'emergency_room_er', 'workshop_proceeding'])
('conspecific', [0.0, 0.16666666666666666, 0.0, 0.16666666666666666, '#scared', '#disgusting', 'negetive', -0.125, 'melted_cheese', 'irreconcilable', 'tastiness', 'joylessness', 'artificial_tear'])
('affected', [0.0, 0.4, 0.3333333333333333, 0.0, '#interesting', '#interesting', 'positive', 0.375, 'reevaluation', 'hip_pain', 'enter_home', 'cypress_cupressus', 'weekend_excursion'])
('overstates', [0.0, 0.1, 0.0, 0.1, '#scared', '#disgusting', 'negetive', -1.0, 'congenital_cataract', 'patchouli', 'become_fatigued', 'eurhythmy', 'somberness'])
('sapphirine', [0.0, 0.2, 0.18181818181818182, 0.0, '#interesting', '#interesting', 'positive', 0.125, 'safety_harness', 'change_position', 'intestinal_perforation', 'interpreter', 'haunt_house'])
('unemployed', [0.0, 0.1111111111111111, 0.0, 0.1111111111111111, '#scared', '#disgusting', 'negetive', -1.0, 'main_entrance', 'stop_work', 'organ_stop', 'footman', 'lose_ball'])
('stuttering', [0.0, 0.1111111111111111, 0.0, 0.1111111111111111, '#scared', '#disgusting', 'negetive', -1.0, 'perfervid', 'genetic_variation', 'gammon', 'graffiti_art', 'worm_gear'])
('bane', [0.0, 0.08333333333333333, 0.0, 0.08333333333333333, '#scared', '#disgusting', 'negetive', -1.0, 'intrusion', 'hospitalization', 'chic', 'woman_of_street', 'large_conglomerate'])
('aspersions', [0.0, 0.09090909090909091, 0.0, 0.09090909090909091, '#scared', '#disgusting', 'negetive', -1.0, 'bop', 'sit_around', 'car_wheel', 'adornment', 'dysthymic_disorder'])
('aborted', [0.0, 0.14285714285714285, 0.0, 0.14285714285714285, '#scared', '#disgusting', 'negetive', -1.0, 'call_lawyer', 'eugenol', 'longsighted', 'windfall_profit', 'memo'])
('glazed', [0.0, 0.25, 0.0, 0.25, '#scared', '#disgusting', 'negetive', 0.0, 'coin_collection', 'iron_forge', 'pro_active', 'hegemonic', 'painful'])
('rhapsodize', [0.0, 0.1, 0.0, 0.1, '#scared', '#disgusting', 'negetive', -1.0, 'make_sale', 'supersede', 'perfervid', 'premolar', 'full_admiral'])
('cronyism', [0.0, 0.08333333333333333, 0.0, 0.08333333333333333, '#scared', '#disgusting', 'negetive', -1.0, 'seaside_centaury', 'long_queue', 'conga_line', 'numeric_value', 'carnival'])
('dumps', [0.0, 0.07692307692307693, 0.0, 0.07692307692307693, '#scared', '#disgusting', 'negetive', -1.0, 'hire_lawyer', 'upper_molar', 'whiskery', 'irresolvable', 'give_thank'])
('dings', [0.0, 0.09090909090909091, 0.0, 0.09090909090909091, '#scared', '#disgusting', 'negetive', -1.0, 'arched_doorway', 'classical', 'opt', 'walk_closet', 'musical_symbol'])
('dumping', [0.0, 0.07692307692307693, 0.0, 0.07692307692307693, '#scared', '#disgusting', 'negetive', -1.0, 'pruritic', 'confuse', 'radiatio_optica', 'deluxe', 'illithids'])
('combust', [0.0, 0.2, 0.0, 0.2, '#scared', '#disgusting', 'negetive', -1.0, 'upturned_hull', 'underway', 'windfall_profit', 'let_go', 'finish_stress_moment'])
('caustic', [0.0, 0.08333333333333333, 0.0, 0.08333333333333333, '#scared', '#disgusting', 'negetive', -1.0, 'green_arrow', 'fee', 'indiscretion', 'siesta', 'wrapping_paper'])
('mangles', [0.0, 0.0625, 0.0, 0.0625, '#scared', '#disgusting', 'negetive', -1.0, 'medicine_cabinet', 'debit_account', 'huygensfresnel_principle', 'congratulate', 'snoop'])
('contend', [0.0, 0.14285714285714285, 0.0, 0.14285714285714285, '#scared', '#disgusting', 'negetive', -1.0, 'foggy', 'prologue', 'million', 'detrimentally', 'male_human'])
('unbound', [0.0, 0.14285714285714285, 0.125, 0.0, '#interesting', '#interesting', 'positive', 1.0, 'nilpotent_lie_group', 'bed_time', 'identikit', 'fulltime', 'otoscope'])
('touts', [0.0, 0.07692307692307693, 0.0, 0.07692307692307693, '#scared', '#disgusting', 'negetive', -1.0, 'take_off_coat', 'nude', 'searches', 'congenital_cataract', 'patchouli'])
('fevers', [0.0, 0.08333333333333333, 0.0, 0.08333333333333333, '#scared', '#disgusting', 'negetive', -1.0, 'inquire', 'home_run', 'clairvoyant', 'perceptiveness', 'look_night_sky'])
('sluts', [0.0, 0.07142857142857142, 0.0, 0.07142857142857142, '#scared', '#disgusting', 'negetive', -1.0, 'nickname', 'molloy', 'myoma', 'heinz_kohut', 'instrument_of_torture'])
('restricted', [0.0, 0.125, 0.0, 0.125, '#scared', '#disgusting', 'negetive', -1.0, 'postoperatively', 'waste_incinerator', 'burger_king', 'clockface', 'hooligan'])
('oppressors', [0.0, 0.08333333333333333, 0.0, 0.08333333333333333, '#scared', '#disgusting', 'negetive', -1.0, 'keep_safe_place', 'round_pastry', 'complimentary_coffee', 'windblown', 'use_match'])
('ranted', [0.0, 0.1111111111111111, 0.0, 0.1111111111111111, '#scared', '#disgusting', 'negetive', -1.0, 'little_englander', 'know_nothing', 'perfervid', 'genetic_variation', 'gammon'])
('outperformed', [0.0, 0.2, 0.16666666666666666, 0.0, '#interesting', '#interesting', 'positive', 1.0, 'dental_plate', 'learn_music', 'depend_upon', 'abide', 'subquadrate_whorl_section'])
('fugitive', [0.0, 0.1, 0.0, 0.1, '#scared', '#disgusting', 'negetive', -1.0, 'decoy', 'whine', 'irreconcilable', 'deaf', 'joylessness'])
('masterpiece', [0.0, 0.09090909090909091, 0.08333333333333333, 0.0, '#interesting', '#interesting', 'positive', 1.0, 'conspiracy', 'algebraic_combinatorics', 'learn_much', 'south_korea', 'put_down'])
('damper', [0.0, 0.08333333333333333, 0.0, 0.08333333333333333, '#scared', '#disgusting', 'negetive', -1.0, 'interrelation', 'mortification', 'nullify', 'custer', 'brigadier_general'])
('obstructing', [0.0, 0.16666666666666666, 0.0, 0.16666666666666666, '#scared', '#disgusting', 'negetive', -1.0, 'golf_bag', 'acceptance', 'acute', 'peculation', 'discerning'])
('certified', [0.0, 0.2222222222222222, 0.2, 0.0, '#interesting', '#interesting', 'positive', 0.5, 'small_rock', 'businessman', 'declared', 'damsel_person', 'anastomotic_leak'])
('zaps', [0.0, 0.1111111111111111, 0.0, 0.1111111111111111, '#scared', '#disgusting', 'negetive', -1.0, 'predictive_factor', 'discount_store', 'simper', 'combinatorial', 'singer'])
('diabetic', [0.0, 0.15384615384615385, 0.0, 0.15384615384615385, '#scared', '#disgusting', 'negetive', -0.625, 'phto_copy', 'high_skill', 'timekeeping_mechanism', 'lanky', 'supportively'])
('disturbed', [0.0, 0.16666666666666666, 0.0, 0.16666666666666666, '#scared', '#disgusting', 'negetive', -1.0, 'make_pollution', 'witticism', 'faucet_overflow', 'carpal', 'say_eureka'])
